make,model,price_value,price_currency,year,engine,mileage_km,city,url
Hyundai,Grandeur,15800.0,AZN,2014,2.2 L,189767,Bakı,https://turbo.az/autos/10636227-hyundai-grandeur
Honda,CR-V,21900.0,AZN,2012,2.4 L,259000,Xırdalan,https://turbo.az/autos/10626663-honda-cr-v
BMW,430,30300.0,AZN,2018,2.0 L,88000,Bakı,https://turbo.az/autos/10614596-bmw-430
Lexus,ES 300h,73950.0,AZN,2023,2.5 L,49000,Bakı,https://turbo.az/autos/10599274-lexus-es-300h
Hyundai,ix35,22900.0,AZN,2010,2.0 L,199000,Xırdalan,https://turbo.az/autos/10599529-hyundai-ix35
Porsche,Cayenne Turbo,85000.0,AZN,2011,4.8 L,46000,Bakı,https://turbo.az/autos/10589146-porsche-cayenne-turbo
Toyota,Land Cruiser,126650.0,AZN,2021,3.3 L,145000,Bakı,https://turbo.az/autos/10615378-toyota-land-cruiser
Volkswagen,Passat,16500.0,AZN,2015,1.8 L,143000,Bakı,https://turbo.az/autos/10620531-volkswagen-passat
Toyota,Land Cruiser Prado,45000.0,AZN,2014,2.7 L,136519,Sumqayıt,https://turbo.az/autos/10556322-toyota-land-cruiser-prado
Volkswagen,Polo,13900.0,AZN,2014,1.6 L,189000,Xırdalan,https://turbo.az/autos/10574253-volkswagen-polo
Toyota,Corolla,40500.0,AZN,2026,1.8 L,0,Bakı,https://turbo.az/autos/10492483-toyota-corolla
Nissan,Tiida,9500.0,AZN,2008,1.5 L,400000,Bakı,https://turbo.az/autos/10636223-nissan-tiida
Toyota,Camry,65500.0,AZN,2024,2.5 L,27000,Bakı,https://turbo.az/autos/10474064-toyota-camry
Toyota,Corolla,40500.0,AZN,2026,1.8 L,0,Bakı,https://turbo.az/autos/10492691-toyota-corolla
Toyota,Camry,61500.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/9599032-toyota-camry
Infiniti,QX70S,33800.0,AZN,2013,3.7 L,164000,Bakı,https://turbo.az/autos/10636216-infiniti-qx70s
Toyota,Camry,21900.0,AZN,2013,2.5 L,298000,Xırdalan,https://turbo.az/autos/10504087-toyota-camry
LADA,(VAZ) Niva,17900.0,AZN,2021,1.7 L,50000,Bakı,https://turbo.az/autos/10563540-lada-vaz-niva
BMW,540,56950.0,AZN,2018,3.0 L,138000,Bakı,https://turbo.az/autos/10551389-bmw-540
Mercedes,E 220 d,40500.0,AZN,2016,2.0 L,238000,Bakı,https://turbo.az/autos/10472418-mercedes-e-220-d
Lynk,& Co 900,108500.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10491926-lynk-co-900
Chevrolet,Cruze,10500.0,AZN,2014,1.4 L,288000,Bakı,https://turbo.az/autos/10633610-chevrolet-cruze
Toyota,Camry,61500.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10492712-toyota-camry
Changan,Qiyuan Q07,54500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10191808-changan-qiyuan-q07
Hyundai,Elantra,25300.0,AZN,2019,2.0 L,88000,Bakı,https://turbo.az/autos/10550701-hyundai-elantra
Kia,Magentis,12500.0,AZN,2006,2.0 L,299020,Xırdalan,https://turbo.az/autos/10589890-kia-magentis
Changan,Qiyuan Q07,37000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10624606-changan-qiyuan-q07
Kia,K5,37700.0,AZN,2022,2.0 L,150015,Bakı,https://turbo.az/autos/10454701-kia-k5
Nissan,X-Trail,15800.0,AZN,2007,2.5 L,227000,Bakı,https://turbo.az/autos/10461120-nissan-x-trail
Mercedes,GLE 350 4MATIC,92000.0,AZN,2021,2.0 L,63000,Bakı,https://turbo.az/autos/10570066-mercedes-gle-350-4matic
Mitsubishi,Pajero,25600.0,AZN,2011,3.5 L,168000,Bakı,https://turbo.az/autos/10608835-mitsubishi-pajero
Hyundai,Santa Fe,29500.0,AZN,2017,2.0 L,191185,Bakı,https://turbo.az/autos/10620041-hyundai-santa-fe
Hyundai,Elantra,18500.0,AZN,2011,1.8 L,159195,Bakı,https://turbo.az/autos/10629366-hyundai-elantra
Chevrolet,Equinox,22000.0,AZN,2019,1.5 L,190000,Sumqayıt,https://turbo.az/autos/10629911-chevrolet-equinox
Hyundai,Sonata,25600.0,AZN,2017,2.0 L,87000,Gəncə,https://turbo.az/autos/10633900-hyundai-sonata
Changan,Deepal SL03,31900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9949184-changan-deepal-sl03
Ford,Fusion (North America),13500.0,AZN,2013,1.5 L,244038,Bakı,https://turbo.az/autos/10607658-ford-fusion-north-america
Chevrolet,Trax,16600.0,AZN,2019,1.4 L,146000,Bakı,https://turbo.az/autos/10596646-chevrolet-trax
Toyota,Land Cruiser,45900.0,AZN,2011,4.0 L,219000,Bakı,https://turbo.az/autos/10616044-toyota-land-cruiser
Mercedes,ML 320,7500.0,AZN,1997,3.2 L,234123,Bakı,https://turbo.az/autos/10484417-mercedes-ml-320
DongFeng,Aeolus A30,8800.0,AZN,2016,1.6 L,291715,Bakı,https://turbo.az/autos/10547216-dongfeng-aeolus-a30
Hyundai,Sonata,23900.0,AZN,2015,2.0 L,167000,Xırdalan,https://turbo.az/autos/10563001-hyundai-sonata
ZEEKR,X,61030.0,AZN,2026,,0,Bakı,https://turbo.az/autos/10301428-zeekr-x
BMW,525,21900.0,AZN,2009,2.5 L,167000,Xırdalan,https://turbo.az/autos/10631192-bmw-525
Ford,Fusion (North America),18300.0,AZN,2018,1.5 L,181000,Xankəndi,https://turbo.az/autos/10636207-ford-fusion-north-america
Opel,Zafira,7800.0,AZN,2001,1.6 L,332000,Bakı,https://turbo.az/autos/10314100-opel-zafira
LADA,(VAZ) 2107,7500.0,AZN,2010,1.6 L,90000,Bakı,https://turbo.az/autos/10636208-lada-vaz-2107
DongFeng,Aeolus Huge,41900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/8527806-dongfeng-aeolus-huge
BMW,528,25000.0,AZN,2016,2.0 L,168000,Bakı,https://turbo.az/autos/10599295-bmw-528
ZEEKR,X,61030.0,AZN,2026,,0,Bakı,https://turbo.az/autos/10301543-zeekr-x
Kia,Sorento,40150.0,AZN,2017,2.2 L,149000,Sifarişlə,https://turbo.az/autos/10636215-kia-sorento
Mercedes,C 180,7800.0,AZN,1998,1.8 L,525000,Bakı,https://turbo.az/autos/10601208-mercedes-c-180
Toyota,Camry,45500.0,AZN,2019,2.5 L,141855,Bakı,https://turbo.az/autos/10568302-toyota-camry
Mercedes,Atego 818,34000.0,AZN,2009,4.3 L,392000,Bakı,https://turbo.az/autos/10636200-mercedes-atego-818
Mercedes,C 240,6800.0,AZN,2001,2.6 L,274555,Sumqayıt,https://turbo.az/autos/10636213-mercedes-c-240
JAC,Sunray,69900.0,AZN,2026,2.7 L,0,Bakı,https://turbo.az/autos/8264767-jac-sunray
Volkswagen,Touareg,7400.0,AZN,2006,3.2 L,274555,Sumqayıt,https://turbo.az/autos/10513285-volkswagen-touareg
Opel,Astra,11000.0,AZN,2014,1.4 L,155400,Bakı,https://turbo.az/autos/10408589-opel-astra
Khazar,SD,9700.0,AZN,2022,1.7 L,145000,Bakı,https://turbo.az/autos/10631523-khazar-sd
Changan,Uni-K iDD,49900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9444596-changan-uni-k-idd
Toyota,RAV4,81600.0,AZN,2026,2.5 L,0,Bakı,https://turbo.az/autos/10542311-toyota-rav4
Hyundai,Santa Fe,27500.0,AZN,2014,2.0 L,255000,Sumqayıt,https://turbo.az/autos/10547043-hyundai-santa-fe
Li,Auto L7,110000.0,AZN,2025,1.5 L,13900,Bakı,https://turbo.az/autos/10597273-li-auto-l7
Chevrolet,Cobalt,17000.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/9802183-chevrolet-cobalt
Land,Rover RR Sport,76330.0,AZN,2019,2.0 L,83000,Bakı,https://turbo.az/autos/10549204-land-rover-rr-sport
BMW,330,32500.0,AZN,2016,2.0 L,136065,Xaçmaz,https://turbo.az/autos/10562335-bmw-330
Mercedes,Vito 111 CDI,26000.0,AZN,2010,2.1 L,350000,Bakı,https://turbo.az/autos/10569011-mercedes-vito-111-cdi
Hyundai,Grandeur,72000.0,AZN,2023,1.6 L,45000,Bakı,https://turbo.az/autos/10572164-hyundai-grandeur
Chevrolet,Traverse,45000.0,AZN,2022,3.6 L,155000,Bakı,https://turbo.az/autos/10577172-chevrolet-traverse
BMW,530,45000.0,AZN,2017,2.0 L,153000,Bakı,https://turbo.az/autos/10602406-bmw-530
Changan,CS 75 Plus,51900.0,AZN,2025,2.0 L,55,Bakı,https://turbo.az/autos/10630617-changan-cs-75-plus
JAC,X200,32000.0,AZN,2024,2.0 L,0,Bakı,https://turbo.az/autos/8264687-jac-x200
GWM,(Great Wall Motor) Tank 500,88000.0,AZN,2025,2.0 L,8000,Bakı,https://turbo.az/autos/10502264-gwm-great-wall-motor-tank-500
Jeep,Wrangler,85000.0,AZN,2023,2.0 L,12000,Bakı,https://turbo.az/autos/10636212-jeep-wrangler
Ford,Fusion (North America),20800.0,AZN,2019,1.5 L,125000,Bakı,https://turbo.az/autos/10631134-ford-fusion-north-america
Changan,Uni-Z,32700.0,AZN,2025,1.5 L,24000,Bakı,https://turbo.az/autos/10636210-changan-uni-z
BMW,320d,45000.0,AZN,2019,2.0 L,127000,Gəncə,https://turbo.az/autos/10523903-bmw-320d
ZEEKR,9X,142630.0,AZN,2025,2.0 L,9500,Bakı,https://turbo.az/autos/10624346-zeekr-9x
Changan,Uni-Z,36900.0,AZN,2025,1.5 L,0,Sifarişlə,https://turbo.az/autos/8902879-changan-uni-z
DongFeng,Aeolus Huge,41900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/8527847-dongfeng-aeolus-huge
Changan,Nevo A05,28900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9565625-changan-nevo-a05
Changan,CS 75 Plus,42500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10636209-changan-cs-75-plus
Mercedes,E 290,9200.0,AZN,1997,2.9 L,356865,Bakı,https://turbo.az/autos/10624145-mercedes-e-290
Kia,Rio X-Line,23500.0,AZN,2020,1.6 L,79000,Bakı,https://turbo.az/autos/10549353-kia-rio-x-line
Nissan,Tiida,10500.0,AZN,2008,1.6 L,274000,Bakı,https://turbo.az/autos/10392125-nissan-tiida
DongFeng,Aeolus Huge,41900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/8562266-dongfeng-aeolus-huge
Nissan,Qashqai,44900.0,AZN,2026,1.3 L,0,Bakı,https://turbo.az/autos/10623542-nissan-qashqai
Bentley,Continental GT,115260.0,AZN,2014,4.0 L,55000,Bakı,https://turbo.az/autos/10443685-bentley-continental-gt
Hyundai,Elantra,18900.0,AZN,2015,1.6 L,175000,Bakı,https://turbo.az/autos/10570452-hyundai-elantra
Hyundai,Tucson,29500.0,AZN,2020,2.0 L,133000,Bakı,https://turbo.az/autos/10301039-hyundai-tucson
Hyundai,Tucson,16500.0,AZN,2007,2.7 L,230000,Bakı,https://turbo.az/autos/10555903-hyundai-tucson
Volvo,XC60,65000.0,AZN,2021,2.0 L,63000,Bakı,https://turbo.az/autos/10568808-volvo-xc60
Kia,K5,36700.0,AZN,2022,1.6 L,88514,Bakı,https://turbo.az/autos/10613759-kia-k5
Kia,Sportage,23000.0,AZN,2012,2.0 L,215000,Bakı,https://turbo.az/autos/10418750-kia-sportage
Fiat,Doblo,10500.0,AZN,2014,1.4 L,260000,Bakı,https://turbo.az/autos/10627448-fiat-doblo
GWM,(Great Wall Motor) Poer,42900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/9786076-gwm-great-wall-motor-poer
Changan,Qiyuan Q05,26200.0,AZN,2026,,0,Sifarişlə,https://turbo.az/autos/10087440-changan-qiyuan-q05
Changan,Qiyuan A07,35500.0,AZN,2025,1.5 L,11000,Bakı,https://turbo.az/autos/10561881-changan-qiyuan-a07
Kia,K5,53500.0,AZN,2024,2.0 L,0,Bakı,https://turbo.az/autos/10590034-kia-k5
BMW,X6,29500.0,AZN,2014,4.4 L,175000,Bakı,https://turbo.az/autos/10472366-bmw-x6
Ford,Transit,26700.0,AZN,2011,2.4 L,178300,Bakı,https://turbo.az/autos/10494779-ford-transit
BMW,X5,104550.0,AZN,2023,3.0 L,51500,Bakı,https://turbo.az/autos/10581537-bmw-x5
Changan,Uni-Z,35200.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10625597-changan-uni-z
Ford,Transit,18600.0,AZN,2007,2.4 L,240000,Sumqayıt,https://turbo.az/autos/10627837-ford-transit
LADA,(VAZ) Priora,12400.0,AZN,2015,1.6 L,175000,Bakı,https://turbo.az/autos/10630641-lada-vaz-priora
Volkswagen,Caravelle,29800.0,AZN,2014,2.0 L,174000,Bakı,https://turbo.az/autos/10631713-volkswagen-caravelle
Hyundai,Sonata,18100.0,AZN,2011,2.0 L,257495,Bakı,https://turbo.az/autos/10634258-hyundai-sonata
Nissan,Qashqai,44900.0,AZN,2026,1.3 L,0,Bakı,https://turbo.az/autos/10623538-nissan-qashqai
Mercedes,E 200,57000.0,AZN,2022,2.0 L,106000,Sifarişlə,https://turbo.az/autos/10636206-mercedes-e-200
Skoda,Felicia,5500.0,AZN,1999,1.3 L,167000,Bakı,https://turbo.az/autos/10606383-skoda-felicia
Opel,Astra,9300.0,AZN,2005,1.3 L,264649,Ağcabədi,https://turbo.az/autos/10636059-opel-astra
Kia,Rio,17800.0,AZN,2018,1.6 L,102000,Bakı,https://turbo.az/autos/10573505-kia-rio
Land,Rover Defender,113000.0,AZN,2022,2.0 L,120000,Bakı,https://turbo.az/autos/10526978-land-rover-defender
Changan,Qiyuan Q05,32999.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9906869-changan-qiyuan-q05
Changan,Deepal S09,73500.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10530003-changan-deepal-s09
DongFeng,Aeolus Huge,41900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10320862-dongfeng-aeolus-huge
Chevrolet,Lacetti,7900.0,AZN,2006,1.6 L,625000,Sumqayıt,https://turbo.az/autos/10636201-chevrolet-lacetti
Land,Rover Freelander,5500.0,AZN,2003,2.5 L,265000,Bakı,https://turbo.az/autos/10636189-land-rover-freelander
Chevrolet,Malibu,18000.0,AZN,2018,1.5 L,227000,Bakı,https://turbo.az/autos/10620860-chevrolet-malibu
Hyundai,Santa Fe,17400.0,AZN,2007,2.7 L,280000,Quba,https://turbo.az/autos/10633528-hyundai-santa-fe
Toyota,Auris,9600.0,AZN,2007,1.4 L,253000,Bakı,https://turbo.az/autos/10596461-toyota-auris
Mercedes,C 200,13600.0,AZN,1998,2.0 L,240000,İmişli,https://turbo.az/autos/10632358-mercedes-c-200
LADA,(VAZ) 2107,5300.0,AZN,2002,1.6 L,68000,Gəncə,https://turbo.az/autos/10636202-lada-vaz-2107
Changan,Qiyuan Q07,48000.0,AZN,2025,1.5 L,15000,Bakı,https://turbo.az/autos/10617964-changan-qiyuan-q07
Hyundai,Sonata,22800.0,AZN,2015,2.0 L,146000,Bakı,https://turbo.az/autos/10613938-hyundai-sonata
Hyundai,Elantra,16800.0,AZN,2012,1.8 L,174000,Gəncə,https://turbo.az/autos/10636203-hyundai-elantra
Hyundai,Accent,17200.0,AZN,2016,1.6 L,225308,Bakı,https://turbo.az/autos/10604839-hyundai-accent
Porsche,Cayenne Turbo,23700.0,AZN,2010,4.8 L,253000,Bakı,https://turbo.az/autos/10068946-porsche-cayenne-turbo
Toyota,Yaris,15500.0,AZN,2020,1.0 L,75000,Bakı,https://turbo.az/autos/10568420-toyota-yaris
KamAz,55111,19000.0,AZN,1986,11 L,300000,Bakı,https://turbo.az/autos/10602071-kamaz-55111
Land,Rover RR Velar,71400.0,AZN,2020,2.0 L,78000,Bakı,https://turbo.az/autos/10398872-land-rover-rr-velar
GWM,(Great Wall Motor) Tank 500,88900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/9354528-gwm-great-wall-motor-tank-500
BYD,Leopard 8,86500.0,AZN,2024,2.0 L,22000,Bakı,https://turbo.az/autos/10177089-byd-leopard-8
Volkswagen,ID.4 Crozz,59900.0,AZN,2026,,0,Sifarişlə,https://turbo.az/autos/10496731-volkswagen-id-4-crozz
BMW,X7,132430.0,AZN,2021,3.0 L,51431,Bakı,https://turbo.az/autos/10545271-bmw-x7
Tesla,Model Y,28000.0,AZN,2020,,182000,Bakı,https://turbo.az/autos/10306250-tesla-model-y
Kia,K5,38400.0,AZN,2023,1.6 L,70000,Bakı,https://turbo.az/autos/10425524-kia-k5
Mercedes,S 500 4MATIC,168300.0,AZN,2020,3.0 L,48500,Bakı,https://turbo.az/autos/10553262-mercedes-s-500-4matic
Ford,Transit,19000.0,AZN,2007,2.4 L,999870,Bakı,https://turbo.az/autos/10591735-ford-transit
Mercedes,C 200,6600.0,AZN,1996,2.0 L,50000,Şirvan,https://turbo.az/autos/10603449-mercedes-c-200
Opel,Omega,2700.0,AZN,1997,2.0 L,270000,Bakı,https://turbo.az/autos/10624375-opel-omega
Mercedes,S 400,79050.0,AZN,2015,3.5 L,85000,Bakı,https://turbo.az/autos/10625056-mercedes-s-400
Opel,Astra,10650.0,AZN,2005,1.4 L,286000,Sumqayıt,https://turbo.az/autos/10627980-opel-astra
Hyundai,Elantra,27000.0,AZN,2017,1.6 L,41300,Bakı,https://turbo.az/autos/10564759-hyundai-elantra
Hyundai,Sonata,24900.0,AZN,2018,2.0 L,175000,Bakı,https://turbo.az/autos/10532692-hyundai-sonata
Changan,Uni-Z,35200.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10625858-changan-uni-z
Hyundai,Santa Fe,26500.0,AZN,2013,3.3 L,208000,Bakı,https://turbo.az/autos/10601273-hyundai-santa-fe
Kia,Sorento,28500.0,AZN,2013,2.0 L,168700,Bakı,https://turbo.az/autos/10601746-kia-sorento
Toyota,Camry,20500.0,AZN,2014,2.5 L,193000,Bakı,https://turbo.az/autos/10636195-toyota-camry
Nissan,Note,16500.0,AZN,2018,1.2 L,54743,Sumqayıt,https://turbo.az/autos/10611132-nissan-note
BYD,Qin Plus,22900.0,AZN,2024,1.5 L,98000,Bakı,https://turbo.az/autos/10634074-byd-qin-plus
Porsche,Cayenne,38000.0,AZN,2012,3.6 L,170000,Bakı,https://turbo.az/autos/10422679-porsche-cayenne
Chevrolet,Spark,13500.0,AZN,2022,1.3 L,110000,Bakı,https://turbo.az/autos/10636194-chevrolet-spark
Kia,Sorento,30900.0,AZN,2016,2.0 L,222000,Sifarişlə,https://turbo.az/autos/10636197-kia-sorento
BENDA,Dark Flag 500 Commander,15490.0,AZN,2025,0.5 L,0,Bakı,https://turbo.az/autos/9887308-benda-dark-flag-500-commander
BMW,X5,52320.0,AZN,2017,2.0 L,174000,Bakı,https://turbo.az/autos/10636193-bmw-x5
BENDA,Chinchilla 350 Neo,11990.0,AZN,2025,0.4 L,0,Bakı,https://turbo.az/autos/10186255-benda-chinchilla-350-neo
Land,Rover Range Rover,111350.0,AZN,2020,3.0 L,77000,Bakı,https://turbo.az/autos/10607279-land-rover-range-rover
BENDA,Chinchilla 350 Neo,11990.0,AZN,2025,0.4 L,0,Bakı,https://turbo.az/autos/10071087-benda-chinchilla-350-neo
Hyundai,Elantra,22700.0,AZN,2019,2.0 L,209215,Bakı,https://turbo.az/autos/10461648-hyundai-elantra
LADA,(VAZ) 2107,5600.0,AZN,2005,1.6 L,45900,Dəliməmmədli,https://turbo.az/autos/10635716-lada-vaz-2107
Ford,Fusion (North America),15700.0,AZN,2016,1.5 L,135000,Sumqayıt,https://turbo.az/autos/10630919-ford-fusion-north-america
Jeep,Grand Cherokee,69000.0,AZN,2022,2.0 L,46200,Bakı,https://turbo.az/autos/10326700-jeep-grand-cherokee
LADA,(VAZ) 2106,3800.0,AZN,1993,1.3 L,80000,Tovuz,https://turbo.az/autos/10636171-lada-vaz-2106
Mercedes,E 350,74000.0,AZN,2021,2.0 L,59000,Bakı,https://turbo.az/autos/10636192-mercedes-e-350
BENDA,LFC 700 Pro,21499.0,AZN,2025,0.7 L,0,Bakı,https://turbo.az/autos/9886444-benda-lfc-700-pro
Toyota,Land Cruiser Prado,42900.0,AZN,2013,2.7 L,166000,Bakı,https://turbo.az/autos/10013073-toyota-land-cruiser-prado
BAW,212,59900.0,AZN,2026,2.0 L,0,Bakı,https://turbo.az/autos/10224790-baw-212
CFMOTO,250DUAL,4800.0,AZN,2026,0.3 L,0,Bakı,https://turbo.az/autos/10269056-cfmoto-250dual
Nissan,Patrol,241777.0,AZN,2026,3.5 L,0,Bakı,https://turbo.az/autos/10530176-nissan-patrol
BMW,530e,48800.0,AZN,2019,2.0 L,91000,Bakı,https://turbo.az/autos/10627492-bmw-530e
Mercedes,G 350,115000.0,AZN,2013,3.0 L,170000,Bakı,https://turbo.az/autos/10221740-mercedes-g-350
DongFeng,YiPai 008,54000.0,AZN,2025,1.5 L,9300,Bakı,https://turbo.az/autos/10514723-dongfeng-yipai-008
Toyota,Land Cruiser,61000.0,AZN,2013,4.0 L,182000,Bakı,https://turbo.az/autos/10578483-toyota-land-cruiser
Chevrolet,Cruze,12800.0,AZN,2015,1.4 L,209000,Sumqayıt,https://turbo.az/autos/10587592-chevrolet-cruze
Toyota,Highlander,76900.0,AZN,2022,2.5 L,26000,Bakı,https://turbo.az/autos/10607618-toyota-highlander
Changan,Deepal S07,42800.0,AZN,2025,1.5 L,500,Bakı,https://turbo.az/autos/10628983-changan-deepal-s07
Mercedes,GLS 450 4MATIC,185300.0,AZN,2024,3.0 L,28000,Bakı,https://turbo.az/autos/10632309-mercedes-gls-450-4matic
Mitsubishi,Pajero io,6500.0,AZN,1999,1.8 L,378000,Bakı,https://turbo.az/autos/10634608-mitsubishi-pajero-io
Mercedes,GL 450 4MATIC,17000.0,AZN,2007,4.7 L,323236,Bakı,https://turbo.az/autos/10277296-mercedes-gl-450-4matic
Hyundai,Sonata,22600.0,AZN,2015,2.0 L,213000,Bakı,https://turbo.az/autos/10623738-hyundai-sonata
BMW,528,22000.0,AZN,2013,2.0 L,299000,Bakı,https://turbo.az/autos/10320958-bmw-528
Harley-Davidson,Touring Electra Glide,28600.0,AZN,2018,,60000,Bakı,https://turbo.az/autos/10556469-harley-davidson-touring-electra-glide
Kia,Ceed,16200.0,AZN,2016,1.4 L,280000,Bakı,https://turbo.az/autos/10636191-kia-ceed
Changan,Deepal S07,39900.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10147416-changan-deepal-s07
Tesla,Model 3,22999.0,AZN,2022,,218880,Bakı,https://turbo.az/autos/10627193-tesla-model-3
BMW,530,47000.0,AZN,2018,2.0 L,140000,Sumqayıt,https://turbo.az/autos/10588460-bmw-530
Mercedes,C 180,11790.0,AZN,1999,1.8 L,407000,Ağstafa,https://turbo.az/autos/10636187-mercedes-c-180
Land,Rover RR Sport,44000.0,AZN,2015,3.0 L,189000,Bakı,https://turbo.az/autos/10498945-land-rover-rr-sport
Kia,Sorento,24300.0,AZN,2010,2.0 L,241000,Bakı,https://turbo.az/autos/10633491-kia-sorento
Ford,Transit,28500.0,AZN,2011,2.4 L,205000,Bərdə,https://turbo.az/autos/10636186-ford-transit
Ford,Explorer,3200.0,AZN,2003,4.0 L,555000,Bərdə,https://turbo.az/autos/10396530-ford-explorer
Mercedes,C 200,13200.0,AZN,1998,2.0 L,399923,Bakı,https://turbo.az/autos/10577128-mercedes-c-200
Toyota,Land Cruiser,51500.0,AZN,2012,4.0 L,279000,Bakı,https://turbo.az/autos/10586010-toyota-land-cruiser
BMW,530,49400.0,AZN,2017,2.0 L,154783,Bakı,https://turbo.az/autos/10186149-bmw-530
Mercedes,Viano,21000.0,AZN,2004,2.1 L,580000,Bakı,https://turbo.az/autos/10355463-mercedes-viano
Toyota,Corolla,13200.0,AZN,2008,1.4 L,323000,Ağstafa,https://turbo.az/autos/10636185-toyota-corolla
Ford,Fusion (North America),17500.0,AZN,2017,2.0 L,210904,Bakı,https://turbo.az/autos/10612105-ford-fusion-north-america
Kia,Forte,21500.0,AZN,2018,2.0 L,104000,Bakı,https://turbo.az/autos/10618924-kia-forte
Changan,Uni-Z,35300.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10418171-changan-uni-z
ZEEKR,9X,168000.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/10353755-zeekr-9x
ZEEKR,9X,168000.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/10353750-zeekr-9x
Changan,Oshan X5 Plus,26999.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10212926-changan-oshan-x5-plus
GAC,GS3 Emzoom,29900.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10293103-gac-gs3-emzoom
Voyah,Passion,110500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10423509-voyah-passion
Changan,CS 75 Pro,33800.0,AZN,2026,1.5 L,0,Sifarişlə,https://turbo.az/autos/10479808-changan-cs-75-pro
Soueast,S05,28500.0,AZN,2026,1.5 L,0,Bakı,https://turbo.az/autos/10577191-soueast-s05
Mercedes,E 220,26000.0,AZN,2013,2.1 L,215000,Gəncə,https://turbo.az/autos/10059681-mercedes-e-220
Geely,Monjaro,45000.0,AZN,2025,1.5 L,47000,Bakı,https://turbo.az/autos/10198777-geely-monjaro
Mercedes,ML 63 AMG,28900.0,AZN,2008,6.2 L,183000,Bakı,https://turbo.az/autos/10482303-mercedes-ml-63-amg
Mercedes,E 320,13500.0,AZN,1999,3.2 L,365000,Şəki,https://turbo.az/autos/10524366-mercedes-e-320
Toyota,Land Cruiser Prado,48500.0,AZN,2014,2.7 L,167000,Bakı,https://turbo.az/autos/10544430-toyota-land-cruiser-prado
Kia,Sorento,41700.0,AZN,2018,2.0 L,127000,Bakı,https://turbo.az/autos/10591810-kia-sorento
Kia,Sorento,32500.0,AZN,2015,2.0 L,113000,Bakı,https://turbo.az/autos/10621079-kia-sorento
Kia,Sorento,36500.0,AZN,2018,2.0 L,160000,Bakı,https://turbo.az/autos/10629809-kia-sorento
ZEEKR,9X,168000.0,AZN,2025,2.0 L,0,Bakı,https://turbo.az/autos/10353750-zeekr-9x
Changan,Oshan X5 Plus,26999.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10212926-changan-oshan-x5-plus
Li,Auto L9,110200.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10023554-li-auto-l9
Changan,Qiyuan A07,32700.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10065296-changan-qiyuan-a07
Changan,Qiyuan A07,32800.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9782132-changan-qiyuan-a07
Geely,Galaxy M9,74000.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/10058655-geely-galaxy-m9
BYD,Destroyer 05,24990.0,AZN,2025,1.5 L,0,Bakı,https://turbo.az/autos/9771042-byd-destroyer-05
Mercedes,C 200,3800.0,AZN,1993,2.0 L,820000,Bakı,https://turbo.az/autos/10636183-mercedes-c-200
Hyundai,Santa Fe,19000.0,AZN,2008,2.2 L,310000,Bakı,https://turbo.az/autos/10429791-hyundai-santa-fe
BMW,iX,74630.0,AZN,2022,,56000,Bakı,https://turbo.az/autos/10458512-bmw-ix
Chevrolet,Equinox,23400.0,AZN,2018,1.5 L,164352,Bakı,https://turbo.az/autos/10612088-chevrolet-equinox
Toyota,Camry,42500.0,AZN,2018,2.5 L,127000,Bakı,https://turbo.az/autos/10636182-toyota-camry
